dress_id,rgb,classified_color
B00CQNVS28,"[205, 186, 146]",white
B004PE9EOK,"[134, 139, 154]",white
B007KZNLS6,"[239, 238, 234]",white
B007KZNLS6,"[239, 238, 235]",white
B002VLFSPI,"[239, 237, 231]",white
B00AXYEEHI,"[241, 35, 68]",red
B001Q3KVQ8,"[40, 34, 32]",black
B001Q3KVQ8,"[39, 34, 32]",black
B001Q3KVQ8,"[49, 44, 42]",black
B000PCYP6S,"[15, 14, 23]",black
B000PCYP6S,"[15, 14, 23]",black
B00DCD0M5K,"[36, 140, 196]",blue
B00C9UOD6Q,"[221, 218, 211]",white
B00C9UOD6Q,"[33, 30, 28]",black
B006MRH080,"[25, 21, 22]",black
B007OWG2T0,"[18, 16, 18]",black
B00EUGDXR2,"[12, 106, 118]",black
B0038H9HP6,"[44, 41, 35]",black
B00A6ETW9U,"[214, 214, 205]",white
B007XD9LW0,"[236, 233, 224]",white
B006TP29CC,"[137, 147, 161]",white
B006TP29CC,"[137, 147, 161]",white
B00AHOXFEC,"[59, 56, 157]",blue
B00AHOXFEC,"[58, 53, 145]",blue
B007SVCT12,"[36, 26, 32]",black
B0058XIAOC,"[230, 230, 227]",white
B004FPYVRE,"[232, 231, 228]",white
B00F8OHHPO,"[110, 56, 81]",black
B00CIETF8O,"[27, 26, 28]",black
B00FPHQVCY,"[32, 126, 87]",black
B004XDJR1S,"[231, 217, 224]",white
B00B0QNCY4,"[146, 143, 141]",white
B00B0QNCY4,"[249, 248, 232]",white
B00C886ZJW,"[235, 232, 229]",white
B00C886ZJW,"[235, 232, 229]",white
B00EKX0MZQ,"[33, 30, 27]",black
B00AVGH2PY,"[248, 129, 128]",white
B00AWNZ4YW,"[135, 132, 129]",white
B00BMWT0V0,"[27, 31, 34]",black
B004GBERG2,"[78, 75, 81]",black
B004GBERG2,"[79, 76, 81]",black
B004GBERG2,"[79, 76, 81]",black
B00CSBF0MC,"[250, 250, 245]",white
B00CSBF0MC,"[250, 250, 245]",white
B0044UJ18Y,"[21, 16, 21]",black
B00BZV2XJE,"[46, 43, 46]",black
B00BBTAX10,"[238, 231, 233]",white
B00BBTAX10,"[231, 224, 226]",white
B004ECI7WI,"[206, 68, 49]",red
B00BL0631I,"[19, 116, 164]",blue
B0014507CG,"[193, 52, 40]",red
B005QJYF9M,"[17, 110, 199]",blue
B00E3UZQ0W,"[245, 245, 245]",white
B003HIWWL2,"[247, 244, 241]",white
B007UM53BM,"[40, 74, 119]",black
B007UM53BM,"[40, 74, 119]",black
B009XEBCAQ,"[242, 241, 233]",white
B009XEBCAQ,"[243, 241, 234]",white
B000ITOOFU,"[79, 80, 84]",black
B000ITOOFU,"[79, 80, 84]",black
B004U9YUG2,"[247, 242, 245]",white
B004U9YUG2,"[34, 22, 37]",black
B009WQRQ64,"[31, 28, 24]",black
B0054N0TF4,"[223, 22, 99]",red
B008CQKKE0,"[28, 25, 27]",black
B00B002KFW,"[216, 216, 218]",white
B009NPBOR6,"[234, 234, 234]",white
B00BUWXQ26,"[15, 16, 17]",black
B005GVSEG0,"[160, 32, 106]",red
B007IS27GM,"[25, 23, 26]",black
B0031RFWT8,"[244, 238, 241]",white
B00D6AP2J0,"[232, 218, 179]",white
B003H4PWPO,"[217, 96, 85]",red
B00BVYCQHE,"[238, 235, 230]",white
B0029B5JK4,"[48, 46, 43]",black
B008R77VSC,"[23, 20, 23]",black
B008R77VSC,"[17, 15, 17]",black
B008R77VSC,"[28, 24, 27]",black
B0078KOTHU,"[241, 243, 245]",white
B007WPHUYU,"[207, 251, 248]",white
B005GNVHVC,"[191, 6, 31]",red
B00BSNKK62,"[47, 47, 56]",black
B00BSNKK62,"[47, 47, 56]",black
B00DAUF2FA,"[24, 23, 38]",black
B00DAUF2FA,"[230, 228, 223]",white
B008GRR7UA,"[246, 243, 243]",white
B00AI6V028,"[244, 244, 244]",white
B00AI6V028,"[245, 93, 74]",red
B00CANBBIU,"[228, 226, 227]",white
B00CANBBIU,"[19, 15, 16]",black
B008CPSJR6,"[26, 22, 23]",black
B00D8YNKXY,"[250, 247, 245]",white
B00DW1MW4G,"[34, 29, 31]",black
B00D5033UQ,"[190, 62, 105]",red
B00D5033UQ,"[192, 64, 107]",red
B008X3D1U2,"[44, 39, 38]",black
B008X3D1U2,"[243, 243, 243]",white
B00974EMJ0,"[21, 17, 20]",black
B00DURAMP8,"[20, 20, 20]",black
B00B7Q48PO,"[27, 27, 28]",black
B00B7Q48PO,"[239, 238, 199]",white
B00CC2K1VM,"[233, 204, 223]",white
B003YRCY28,"[246, 245, 243]",white
B00A52LPZM,"[44, 27, 54]",black
B00DJB54J4,"[183, 114, 136]",red
B00B9B3PJ2,"[218, 225, 227]",white
B00B9B3PJ2,"[30, 37, 41]",black
B0072NKNIC,"[136, 148, 156]",white
B00A9VAPYQ,"[37, 64, 81]",black
B00D712JJE,"[244, 234, 234]",white
B006O02KQC,"[166, 27, 65]",red
B006O02KQC,"[158, 25, 61]",red
B00AUBH9BW,"[73, 71, 71]",black
B00AUBH9BW,"[224, 223, 222]",white
B00DPM9WAY,"[200, 195, 203]",white
B009T547Z6,"[249, 245, 242]",white
B00385WICM,"[32, 59, 135]",blue
B00DEBO3WI,"[91, 84, 85]",black
B00BUKJWLC,"[186, 43, 89]",red
B008BMQ78I,"[226, 136, 124]",white
B008BMQ78I,"[226, 136, 124]",white
B00730QYY6,"[48, 47, 107]",black
B00730QYY6,"[55, 56, 120]",black
B009IS69GO,"[32, 31, 32]",black
B009IS69GO,"[33, 32, 33]",black
B00590KP2E,"[21, 18, 21]",black
B008H1Y5RI,"[224, 221, 224]",white
B00C4OMS00,"[243, 243, 242]",white
B00BJF8E6C,"[245, 240, 236]",white
B008ALCSH4,"[247, 244, 241]",white
B00CMSRQZU,"[245, 223, 219]",white
B00COQ7RZY,"[201, 223, 219]",white
B00D6RYKZA,"[252, 161, 166]",white
B00D6RYKZA,"[247, 242, 234]",white
B00EKT7OM4,"[29, 28, 38]",black
B008UT7D8A,"[25, 26, 34]",black
B005FLWZAC,"[249, 247, 248]",white
B005FLWZAC,"[249, 246, 246]",white
B005FLWZAC,"[156, 18, 37]",red
B00C45JBVI,"[230, 102, 58]",red
B00D6E5YAS,"[45, 44, 43]",black
B008OVPTBW,"[19, 19, 19]",black
B008OVPTBW,"[20, 20, 19]",black
B008HSV3Q2,"[27, 27, 29]",black
B008HSV3Q2,"[27, 27, 29]",black
B000TGKJ88,"[249, 245, 246]",white
B00EH54QBS,"[246, 243, 242]",white
B00EH54QBS,"[27, 26, 24]",black
B00ATN3H1C,"[230, 225, 230]",white
B00DZ1977I,"[151, 146, 131]",white
B00DZ1977I,"[156, 151, 135]",white
B006MOS456,"[244, 241, 233]",white
B00FLNS92C,"[53, 56, 77]",black
B008P3Z1KS,"[107, 205, 137]",green
B008P3Z1KS,"[107, 205, 137]",green
B0056F24M6,"[49, 45, 53]",black
B00DPE1BYC,"[59, 59, 125]",black
B00E00M45K,"[74, 152, 102]",green
B00CY94LAU,"[227, 232, 210]",white
B0090KHIBK,"[240, 239, 239]",white
B00144G7O4,"[182, 160, 200]",white
B0071DPNAG,"[229, 231, 238]",white
B00BMU41O8,"[163, 161, 172]",white
B008IHM9WY,"[240, 240, 240]",white
B008IHM9WY,"[241, 241, 241]",white
B00BMIY1L8,"[30, 28, 25]",black
B00CS3P7IM,"[223, 121, 117]",red
B0062FUAV6,"[40, 63, 40]",black
B0062FUAV6,"[40, 63, 40]",black
B00A64TYUW,"[243, 243, 242]",white
B00A64TYUW,"[6, 15, 5]",black
B009VJ1TBA,"[219, 217, 217]",white
B009VJ1TBA,"[219, 217, 217]",white
B007ZZCHOK,"[11, 104, 118]",black
B007WHU8E2,"[205, 203, 204]",white
B0039ITHIQ,"[53, 48, 54]",black
B00CI42PYU,"[167, 63, 90]",red
B00BQ7XLPM,"[27, 26, 27]",black
B003VQO7IG,"[187, 49, 58]",red
B00CFMM8H4,"[52, 58, 58]",black
B009S3GTRS,"[203, 228, 228]",white
B009S3GTRS,"[203, 228, 227]",white
B002Z7FXBM,"[32, 28, 29]",black
B002Z7FXBM,"[237, 234, 227]",white
B002Z7FXBM,"[237, 234, 227]",white
B00B1KB4OO,"[236, 50, 54]",red
B00BJSR9AQ,"[62, 94, 104]",black
B00A760PHK,"[24, 21, 20]",black
B00A760PHK,"[24, 21, 20]",black
B00DX5WE9E,"[167, 96, 187]",white
B00DX5WE9E,"[235, 221, 237]",white
B00ARAXBAE,"[242, 242, 244]",white
B00C6SV5CG,"[19, 18, 15]",black
B0098BVDZI,"[91, 71, 78]",black
B000MPSVMM,"[54, 51, 48]",black
B000MPSVMM,"[53, 51, 48]",black
B0053WG4KA,"[27, 25, 26]",black
B0089I9LWI,"[33, 34, 43]",black
B0089I9LWI,"[238, 223, 230]",white
B00B2IYC0I,"[230, 232, 236]",white
B00E8159T4,"[112, 113, 114]",black
B00CXVMD22,"[16, 14, 19]",black
B004071W38,"[249, 248, 243]",white
B004071W38,"[248, 247, 242]",white
B0081U5T70,"[242, 242, 242]",white
B00BUZHBGA,"[95, 113, 106]",black
B00BUZHBGA,"[237, 237, 237]",white
B00B4Z0UYG,"[37, 38, 47]",black
B009F0YWVE,"[208, 203, 198]",white
B009F0YWVE,"[207, 202, 197]",white
B00A36LFL4,"[24, 19, 24]",black
B00A36LFL4,"[28, 23, 25]",black
B00A36LFL4,"[242, 241, 241]",white
B00AKO80D0,"[12, 12, 12]",black
B00DQAPN6W,"[194, 78, 70]",red
B003F7899Y,"[43, 45, 63]",black
B003F7899Y,"[42, 45, 63]",black
B008P5Q78Q,"[20, 19, 20]",black
B00D4DOZ2O,"[250, 249, 245]",white
B00D4DOZ2O,"[250, 249, 244]",white
B007IRNY0G,"[23, 23, 33]",black
B007IRNY0G,"[29, 28, 39]",black
B0081OYSVE,"[41, 77, 75]",black
B0081OYSVE,"[41, 77, 75]",black
B00382EFDK,"[190, 183, 240]",white
B0092UBN0K,"[237, 236, 231]",white
B0092UBN0K,"[237, 236, 231]",white
B0099DC430,"[67, 122, 166]",blue
B00C6P72DA,"[33, 33, 44]",black
B00C6P72DA,"[244, 243, 244]",white
B002FZZ1JS,"[41, 37, 36]",black
B00AHOYT0G,"[37, 37, 35]",black
B005DWZ6AY,"[225, 224, 224]",white
B008UGYRGE,"[42, 75, 143]",blue
B008UGYRGE,"[44, 76, 144]",blue
B008UGYRGE,"[44, 80, 149]",blue
B00CLF542G,"[44, 46, 43]",black
B00CLF542G,"[239, 238, 238]",white
B005KIM1IG,"[20, 61, 99]",black
B00BLHYSFE,"[39, 38, 37]",black
B00BLHYSFE,"[44, 43, 41]",black
B00CF1Y29W,"[62, 60, 65]",black
B00AKTDEHW,"[62, 62, 63]",black
B00AKTDEHW,"[123, 121, 122]",black
B008CWPPT4,"[152, 212, 202]",white
B008CWPPT4,"[184, 223, 216]",white
B004P5PSTY,"[14, 12, 13]",black
B0099DCR8W,"[70, 42, 78]",black
B0099DCR8W,"[70, 42, 78]",black
B00BOYS9L8,"[20, 39, 49]",black
B003E1YCJC,"[6, 32, 128]",blue
B0037UZRUS,"[224, 228, 226]",white
B00AQEAUVO,"[138, 139, 152]",white
B007P1PS9A,"[9, 62, 150]",blue
B00CM046FG,"[44, 40, 53]",black
B00C6DYCSU,"[224, 225, 228]",white
B008BPUV1E,"[10, 10, 11]",black
B0097J1VJE,"[210, 208, 212]",white
B0097J1VJE,"[204, 203, 206]",white
B0097J1VJE,"[216, 214, 218]",white
B00B907IBE,"[47, 48, 45]",black
B00B907IBE,"[238, 237, 234]",white
B00B907IBE,"[238, 237, 234]",white
B00AU9YLZQ,"[237, 233, 231]",white
B005PU81EC,"[47, 47, 53]",black
B00A0BI83K,"[74, 74, 74]",black
B00A0BI83K,"[104, 104, 103]",black
B0065CWUVE,"[237, 60, 52]",red
B00CDGT8NO,"[46, 54, 110]",black
B00BPI3M8S,"[244, 99, 150]",red
B00BOHAOU4,"[44, 66, 129]",blue
B00BOHAOU4,"[57, 81, 145]",blue
B00BOHAOU4,"[41, 64, 126]",black
B00D4EIJQ6,"[247, 137, 123]",white
B007G4MFZG,"[193, 189, 191]",white
B00CTKMK4S,"[59, 59, 65]",black
B007G10FRE,"[234, 235, 243]",white
B000FHHNXA,"[49, 52, 54]",black
B00EW0YKW8,"[45, 41, 39]",black
B00EW0YKW8,"[45, 41, 39]",black
B00DV962KO,"[236, 229, 222]",white
B006RTUTXG,"[45, 56, 73]",black
B00D12ATUU,"[20, 20, 20]",black
B008QW0CPW,"[44, 100, 104]",black
B009NCHB26,"[163, 211, 214]",white
B00DE8L2FW,"[56, 50, 52]",black
B00DE8L2FW,"[60, 53, 55]",black
B00DFN5MMU,"[72, 70, 68]",black
B00B0QC772,"[21, 51, 77]",black
B00B0QC772,"[21, 51, 77]",black
B00B9LWKQG,"[62, 113, 88]",black
B00A82GC98,"[247, 246, 242]",white
B005LC8QRQ,"[210, 209, 212]",white
B0096NM8KC,"[201, 25, 45]",red
B0096NM8KC,"[233, 174, 181]",white
B00APSSVWG,"[248, 245, 242]",white
B00APSSVWG,"[248, 245, 242]",white
B009JG2HIE,"[249, 247, 247]",white
B002TKJL22,"[44, 40, 42]",black
B002TKJL22,"[44, 40, 41]",black
B005G0RC78,"[35, 34, 36]",black
B005G0RC78,"[48, 40, 41]",black
B007V0B9UM,"[51, 14, 57]",black
B005OORSGG,"[35, 22, 32]",black
B005OORSGG,"[247, 245, 247]",white
B005OORSGG,"[247, 245, 246]",white
B004QVYQJA,"[45, 45, 50]",black
B004QVYQJA,"[45, 44, 49]",black
B006MRH63O,"[29, 27, 41]",black
B006U8TJQW,"[48, 53, 41]",black
B008VPNVDO,"[245, 244, 246]",white
B00FM7CMBQ,"[16, 15, 15]",black
B006WQWBEY,"[32, 44, 37]",black
B006WQWBEY,"[32, 44, 37]",black
B00CEIUZ60,"[185, 131, 181]",white
B00CEIUZ60,"[185, 132, 181]",white
B00E0XESGK,"[14, 123, 142]",blue
B00E0XESGK,"[13, 100, 115]",black
B00E0XESGK,"[13, 92, 105]",black
B005PK0OB0,"[15, 39, 63]",black
B00869HBB8,"[30, 27, 25]",black
B008P92PAG,"[41, 38, 36]",black
B009COQMR0,"[14, 14, 14]",black
B009COQMR0,"[15, 15, 15]",black
B0094G6TME,"[23, 22, 22]",black
B004M8T7UA,"[233, 230, 226]",white
B00A3PMRTO,"[44, 42, 43]",black
B00A3PMRTO,"[44, 42, 42]",black
B00A3PMRTO,"[48, 46, 46]",black
B009EQBY5Q,"[224, 224, 224]",white
B007XTKXPS,"[23, 21, 21]",black
B00DEKZPR6,"[89, 184, 242]",white
B00DEKZPR6,"[86, 181, 239]",white
B006YYR4UK,"[10, 10, 10]",black
B00GA9EAFQ,"[8, 7, 7]",black
B009C35YCU,"[250, 250, 231]",white
B00BHG5NS0,"[237, 235, 236]",white
B00ASWX7VO,"[192, 191, 191]",white
B00ASWX7VO,"[193, 191, 192]",white
B00CFSX110,"[32, 31, 30]",black
B008BKYE6C,"[187, 7, 77]",red
B008BKYE6C,"[186, 6, 77]",red
B007Z3V8WO,"[29, 29, 36]",black
B008V5OJTO,"[25, 28, 56]",black
B006VDQVVW,"[18, 25, 44]",black
B000WEAF4A,"[14, 17, 21]",black
B007UMHRXY,"[70, 32, 55]",black
B004HIMKZY,"[219, 80, 82]",red
B004HIMKZY,"[25, 20, 20]",black
B00FAFI8YU,"[39, 39, 38]",black
B006BTJGXQ,"[212, 36, 50]",red
B008PC5E6U,"[20, 18, 23]",black
B007Q345JG,"[62, 56, 58]",black
B0072QTITO,"[47, 59, 62]",black
B0072QTITO,"[47, 59, 62]",black
B002H0LDTI,"[234, 234, 240]",white
B002H0LDTI,"[234, 233, 239]",white
B00858C822,"[244, 240, 238]",white
B005DC3A34,"[234, 229, 235]",white
B007Y79YCM,"[233, 230, 234]",white
B007Y79YCM,"[233, 230, 235]",white
B00AXU1Y0W,"[221, 221, 220]",white
B00AXU1Y0W,"[221, 221, 220]",white
B00DJZPRMO,"[46, 45, 50]",black
B00B5P11DO,"[12, 12, 12]",black
B00FBSEYU8,"[229, 99, 100]",red
B001VY1WEW,"[236, 235, 233]",white
B004XDJMN6,"[237, 235, 236]",white
B004M18A4Q,"[9, 100, 199]",blue
B0088HSTHS,"[77, 105, 142]",blue
B0088HSTHS,"[77, 105, 142]",blue
B004TSC2DM,"[47, 50, 53]",black
B0036MEBBI,"[235, 233, 234]",white
B000KHRQCS,"[72, 105, 143]",blue
B00BVX26ZC,"[131, 15, 28]",red
B00BVX26ZC,"[131, 15, 28]",red
B007V0B8IU,"[153, 19, 46]",red
B003VX1HNW,"[86, 83, 99]",black
B0015PWIMC,"[38, 44, 64]",black
B0015PWIMC,"[41, 49, 67]",black
B007CLF81Q,"[46, 126, 168]",blue
B007CLF81Q,"[46, 126, 168]",blue
B00858RS0Y,"[14, 14, 14]",black
B00858RS0Y,"[228, 228, 227]",white
B008596PRK,"[37, 30, 86]",black
B00C0K5VD4,"[217, 102, 115]",red
B00FAMLQC4,"[163, 162, 161]",white
B007TZZKRC,"[210, 208, 203]",white
B00ALZNAPQ,"[200, 201, 203]",white
B0080ELXMC,"[36, 61, 49]",black
B00A137PYK,"[79, 66, 76]",black
B007EECFR6,"[13, 12, 13]",black
B00BJSE54Y,"[36, 35, 37]",black
B00BJSE54Y,"[36, 35, 37]",black
B008BOWZPU,"[236, 228, 227]",white
B008BOWZPU,"[235, 226, 225]",white
B007RGMWCO,"[27, 25, 44]",black
B008BWODAM,"[208, 215, 228]",white
B009CMYBMA,"[45, 39, 37]",black
B008ZYZNYQ,"[40, 40, 40]",black
B003VWOX6Q,"[9, 178, 237]",blue
B00BXTA8IG,"[224, 213, 107]",white
B0074DZQYQ,"[241, 241, 239]",white
B009EON5DM,"[43, 30, 38]",black
B00BCT0094,"[16, 51, 105]",black
B005Y8GEL2,"[238, 239, 231]",white
B00BIY38OM,"[50, 62, 137]",blue
B00BIY38OM,"[48, 61, 135]",blue
B00H8K52US,"[227, 42, 98]",red
B00EOBPMR2,"[45, 60, 91]",black
B00D4CD2YM,"[242, 242, 240]",white
B00CTHJ2UQ,"[53, 161, 169]",blue
B00BD1MTJ0,"[46, 62, 123]",black
B00BD1MTJ0,"[46, 62, 123]",black
B007ZPXM6W,"[227, 227, 223]",white
B007ZPXM6W,"[228, 228, 224]",white
B00BMLUSGW,"[229, 225, 227]",white
B00BMLUSGW,"[225, 223, 224]",white
B00BMLUSGW,"[238, 235, 236]",white
B006GJIXQ2,"[43, 42, 42]",black
B006GJIXQ2,"[224, 225, 221]",white
B005R4QUF8,"[14, 54, 132]",blue
B008U7Y6JG,"[91, 143, 158]",blue
B007WRDPME,"[34, 30, 29]",black
B003YYNDS0,"[111, 98, 117]",black
B0052Z9GGM,"[151, 17, 17]",red
B003TJA806,"[70, 82, 126]",black
B00B8B687Y,"[231, 226, 230]",white
B00B8B687Y,"[230, 225, 229]",white
B00CF1M492,"[122, 17, 37]",black
B0070YILD2,"[22, 23, 30]",black
B007RUZ7X6,"[239, 232, 235]",white
B00BOEMIV0,"[220, 210, 177]",white
B00DME430E,"[117, 49, 115]",black
B00ELV528Y,"[243, 239, 237]",white
B005D9II2K,"[245, 244, 243]",white
B005D9II2K,"[245, 244, 243]",white
B00BS7HBHE,"[34, 34, 45]",black
B00BS7HBHE,"[41, 42, 56]",black
B00COJ7SJQ,"[221, 225, 80]",white
B00915L5R2,"[238, 6, 7]",red
B00915L5R2,"[238, 6, 7]",red
B00915L5R2,"[248, 245, 243]",white
B00B30HWGG,"[24, 24, 24]",black
B00E1JNRJC,"[235, 235, 235]",white
B00FF784X8,"[13, 13, 13]",black
B004W4YRNG,"[241, 239, 238]",white
B005GV8FEG,"[24, 43, 73]",black
B00CO9W93Q,"[228, 226, 223]",white
B00CO9W93Q,"[228, 226, 223]",white
B0043227IY,"[19, 36, 47]",black
B0043227IY,"[242, 243, 243]",white
B0043227IY,"[19, 33, 43]",black
B00B7DOISE,"[227, 222, 219]",white
B00B7DOISE,"[226, 222, 218]",white
B00B7DOISE,"[227, 222, 218]",white
B006PEN25K,"[235, 248, 140]",white
B002U0LMQE,"[45, 41, 40]",black
B002U0LMQE,"[45, 41, 40]",black
B00EOHTR7M,"[27, 24, 27]",black
B00EAIWOPW,"[178, 172, 171]",white
B00EAIWOPW,"[24, 21, 23]",black
B00AODCB3M,"[236, 234, 230]",white
B000WNPYQU,"[248, 249, 237]",white
B000WNPYQU,"[97, 40, 36]",black
B006CSUG12,"[239, 238, 241]",white
B006CSUG12,"[240, 239, 242]",white
B00CH6UKDW,"[49, 46, 43]",black
B00DPE1OIA,"[33, 32, 31]",black
B00DPE1OIA,"[30, 30, 29]",black
B008PFKH7I,"[44, 47, 71]",black
B00CHV7NNM,"[54, 66, 115]",black
B008YSF884,"[86, 83, 83]",black
B00E0WOHDK,"[30, 31, 40]",black
B00E0WOHDK,"[31, 37, 57]",black
B00DCCMDSK,"[118, 158, 192]",white
B00DCCMDSK,"[87, 124, 156]",blue
B00DCCMDSK,"[251, 251, 246]",white
B007EWHDRA,"[221, 220, 221]",white
B007EWHDRA,"[219, 220, 222]",white
B00HABAVT2,"[148, 140, 145]",white
B00HABAVT2,"[148, 140, 145]",white
B00CDZCIDC,"[46, 64, 70]",black
B0061FHVSM,"[37, 35, 30]",black
B003U6IBZC,"[32, 28, 34]",black
B003U6IBZC,"[245, 244, 245]",white
B004P8IQXG,"[236, 236, 234]",white
B004P8IQXG,"[236, 236, 234]",white
B00F4IN2DU,"[249, 246, 246]",white
B004JU2BAY,"[44, 41, 47]",black
B004JU2BAY,"[237, 234, 236]",white
B007M8SUAU,"[242, 239, 238]",white
B00A3UTGMK,"[21, 21, 23]",black
B00D8PVM4M,"[29, 34, 61]",black
B00D8PVM4M,"[13, 12, 14]",black
B00D8PVM4M,"[245, 244, 245]",white
B00CANAT10,"[25, 23, 26]",black
B00CANAT10,"[195, 193, 195]",white
B00DLWNQXC,"[103, 195, 187]",white
B007GOQ1C4,"[29, 28, 34]",black
B007GOQ1C4,"[33, 32, 39]",black
B00BF8MH9S,"[231, 83, 135]",red
B00DWPDV56,"[15, 15, 15]",black
B004XIGD24,"[232, 232, 231]",white
B00C87DY6U,"[77, 111, 111]",black
B00C87DY6U,"[224, 225, 223]",white
B008CLSV28,"[28, 26, 34]",black
B008Y344T8,"[45, 89, 164]",blue
B008VHEEQA,"[221, 51, 67]",red
B002U0LMVE,"[23, 22, 21]",black
B00E4GQPMI,"[75, 82, 149]",blue
B00E4GQPMI,"[75, 81, 149]",blue
B006GJJ44M,"[104, 97, 111]",black
B006GJJ44M,"[103, 96, 110]",black
B004LX0ESK,"[36, 33, 40]",black
B004LX0ESK,"[224, 223, 224]",white
B004LX0ESK,"[227, 226, 227]",white
B004CR5N18,"[36, 36, 58]",black
B00GP1Q35O,"[35, 33, 31]",black
B00GP1Q35O,"[34, 31, 29]",black
B0087YZUW4,"[120, 5, 18]",black
B008AXY4F6,"[191, 176, 29]",red
B0092YQO5U,"[244, 243, 240]",white
B0092YQO5U,"[243, 242, 239]",white
B009414R46,"[40, 107, 120]",black
B009414R46,"[22, 21, 21]",black
B00APJIMMO,"[54, 51, 67]",black
B009JY5ABM,"[41, 29, 45]",black
B009NDC7V0,"[237, 153, 79]",red
B009NDC7V0,"[237, 153, 79]",red
B00FJH5HR0,"[235, 232, 228]",white
B007IWO21G,"[229, 212, 219]",white
B004EPXWJI,"[31, 29, 25]",black
B00EJ1QYQA,"[33, 47, 94]",black
B00EJ1QYQA,"[31, 48, 97]",black
B00BJFFWYO,"[33, 34, 28]",black
B00CEIU7I6,"[108, 108, 107]",black
B00CEIU7I6,"[65, 64, 64]",black
B00CL79E9I,"[111, 124, 181]",blue
B00B2IY4IS,"[246, 232, 230]",white
B009NCHCBQ,"[203, 210, 200]",white
B007HI6OKI,"[64, 49, 88]",black
B007VXUXMO,"[37, 34, 31]",black
B004ZIGJDU,"[211, 216, 189]",white
B004ZIGJDU,"[211, 216, 189]",white
B00CLF4TTK,"[37, 46, 61]",black
B005XYKL2K,"[39, 53, 124]",black
B005XYKL2K,"[238, 236, 239]",white
B00CF3BT9Q,"[243, 103, 132]",red
B007WR2Y94,"[146, 167, 169]",white
B00AQC19O8,"[18, 23, 28]",black
B00AQC19O8,"[18, 23, 28]",black
B00AQC19O8,"[12, 17, 20]",black
B0099UY1NE,"[191, 80, 66]",red
B007FOHLME,"[28, 54, 54]",black
B00DIETZCY,"[157, 159, 169]",white
B00DIETZCY,"[156, 157, 162]",white
B00E0OR3T8,"[169, 40, 43]",red
B0052WOHLO,"[16, 15, 16]",black
B00D65U3Y4,"[66, 78, 87]",black
B00CI08RSW,"[16, 15, 16]",black
B00CI08RSW,"[227, 227, 227]",white
B00367UW5W,"[205, 39, 95]",red
B00B26VMP8,"[27, 25, 31]",black
B00E1JNCM4,"[220, 71, 126]",red
B00754LYCM,"[67, 87, 115]",black
B00CXQFQK8,"[231, 225, 230]",white
B00CXQFQK8,"[231, 225, 230]",white
B003IEYEFW,"[18, 17, 19]",black
B007EDUZQK,"[16, 13, 18]",black
B007EDUZQK,"[241, 241, 241]",white
B007EDUZQK,"[242, 242, 242]",white
B0066U29X4,"[248, 237, 236]",white
B007Z3VDJC,"[249, 246, 247]",white
B000MK37S0,"[34, 42, 53]",black
B000MK37S0,"[12, 25, 37]",black
B00D5023FC,"[216, 224, 222]",white
B00D5023FC,"[216, 224, 222]",white
B004GGTRJ4,"[53, 60, 112]",black
B00853314G,"[210, 213, 207]",white
B00C4Q2RPE,"[51, 49, 48]",black
B00C4Q2RPE,"[36, 34, 34]",black
B007Q0Y6YS,"[237, 236, 238]",white
B007WAT804,"[23, 23, 23]",black
B00BN5IZJE,"[102, 193, 122]",green
B00EVPPG5Y,"[84, 218, 250]",white
B00GN6FLG8,"[8, 7, 6]",black
B00GN6FLG8,"[8, 7, 6]",black
B00996PK5Q,"[187, 124, 100]",red
B00CII5X9K,"[238, 239, 233]",white
B008P711XU,"[192, 214, 215]",white
B008P711XU,"[193, 214, 215]",white
B00D8DNTRM,"[202, 199, 199]",white
B001UHE0LC,"[132, 12, 8]",red
B001UHE0LC,"[129, 9, 7]",red
B001UHE0LC,"[158, 26, 11]",red
B006MQM1N0,"[34, 32, 29]",black
B00CW3ZGHU,"[186, 64, 93]",red
B00CW3ZGHU,"[185, 64, 93]",red
B009GGWYO4,"[235, 30, 47]",red
B007ADFPD2,"[15, 14, 17]",black
B007ADFPD2,"[15, 14, 17]",black
B007ADFPD2,"[15, 14, 17]",black
B007FHZV2I,"[63, 65, 59]",black
B00747N2Z2,"[136, 179, 168]",white
B00AQ8ANLW,"[218, 210, 209]",white
B00AQ8ANLW,"[218, 210, 209]",white
B00CII3TWS,"[249, 249, 236]",white
B00CII3TWS,"[249, 249, 236]",white
B00A7PAUNA,"[232, 229, 241]",white
B00A7PAUNA,"[231, 228, 240]",white
B00DSGN0NW,"[236, 235, 241]",white
B00D31C2JK,"[51, 86, 122]",black
B00D31C2JK,"[50, 85, 120]",black
B00D31C2JK,"[50, 86, 121]",black
B00FVGQ6OW,"[106, 138, 57]",green
B006WOFU6W,"[144, 69, 69]",red
B003MP97RW,"[244, 235, 238]",white
B004PE707I,"[70, 67, 75]",black
B007SD7YA6,"[203, 107, 59]",red
B0073ESK5I,"[73, 71, 68]",black
B009QQIK88,"[122, 46, 87]",black
B007RTTI5A,"[31, 28, 27]",black
B007RTTI5A,"[38, 35, 35]",black
B007RTTI5A,"[229, 228, 226]",white
B008YE1XFK,"[24, 21, 21]",black
B004ZWQFQC,"[19, 18, 20]",black
B0077965KG,"[234, 229, 220]",white
B0072NKJBI,"[242, 231, 235]",white
